user_id,sample_interval_min,interpolation_method,mode,num_points
ojfequ,15,nearest,taxi,728
ojfiez,15,linear,taxi,1980
ojfiez,15,nearest,taxi,775
ojpoot,15,linear,taxi,2016
ojpoot,15,nearest,taxi,1127
ojroig,15,linear,taxi,2015
ojroig,15,nearest,taxi,1243
ojumna,15,linear,taxi,1988
ojumna,15,nearest,taxi,1059
ojvigh,15,linear,taxi,2014
ojvigh,15,nearest,taxi,1185
ojwyky,15,linear,taxi,1982
ojwyky,15,nearest,taxi,1293
okavka,15,linear,taxi,2014
okavka,15,nearest,taxi,1170
okblah,15,linear,taxi,2015
okblah,15,nearest,taxi,1361
okchym,15,linear,taxi,2015
okchym,15,nearest,taxi,798
okneyd,15,linear,taxi,1213
okneyd,15,nearest,taxi,512
oknsco,15,linear,taxi,2015
oknsco,15,nearest,taxi,1053
okquak,15,linear,taxi,2015
okquak,15,nearest,taxi,1257
oksbos,15,linear,taxi,2015
oksbos,15,nearest,taxi,803
oktuls,15,linear,taxi,2015
oktuls,15,nearest,taxi,982
okvats,15,linear,taxi,2014
okvats,15,nearest,taxi,605
oljnek,15,linear,taxi,1997
oljnek,15,nearest,taxi,1327
omcuky,15,linear,taxi,1980
omcuky,15,nearest,taxi,1086
omdrid,15,linear,taxi,587
omdrid,15,nearest,taxi,404
omluaj,15,linear,taxi,2013
omluaj,15,nearest,taxi,1115
omwyek,15,linear,taxi,2015
omwyek,15,nearest,taxi,1117
onanns,15,linear,taxi,254
onanns,15,nearest,taxi,162
oncalk,15,linear,taxi,2015
oncalk,15,nearest,taxi,1060
oncixp,15,linear,taxi,2013
oncixp,15,nearest,taxi,1102
onghoj,15,linear,taxi,2015
onghoj,15,nearest,taxi,943
onkawc,15,linear,taxi,2015
onkawc,15,nearest,taxi,930
ononma,15,linear,taxi,2015
ononma,15,nearest,taxi,1186
onvahe,15,linear,taxi,2015
onvahe,15,nearest,taxi,1271
onwohy,15,linear,taxi,2014
onwohy,15,nearest,taxi,474
onyacj,15,linear,taxi,2014
onyacj,15,nearest,taxi,1162
onyenr,15,linear,taxi,2015
onyenr,15,nearest,taxi,890
oocsod,15,linear,taxi,2015
oocsod,15,nearest,taxi,1112
oogchy,15,linear,taxi,2015
oogchy,15,nearest,taxi,1052
ootquo,15,linear,taxi,2015
ootquo,15,nearest,taxi,585
ootyec,15,linear,taxi,2015
ootyec,15,nearest,taxi,1314
oowfmu,15,linear,taxi,178
oowfmu,15,nearest,taxi,75
opgove,15,linear,taxi,2015
opgove,15,nearest,taxi,867
ophgir,15,linear,taxi,1982
ophgir,15,nearest,taxi,1005
ophugb,15,linear,taxi,2015
ophugb,15,nearest,taxi,1143
opjerm,15,linear,taxi,2014
opjerm,15,nearest,taxi,1003
opmisa,15,linear,taxi,2014
opmisa,15,nearest,taxi,1234
opnown,15,linear,taxi,2015
opnown,15,nearest,taxi,791
oquiat,15,linear,taxi,2015
oquiat,15,nearest,taxi,1171
orkbat,15,linear,taxi,2015
orkbat,15,nearest,taxi,1037
orocdu,15,linear,taxi,1253
orocdu,15,nearest,taxi,666
orptme,15,linear,taxi,2014
orptme,15,nearest,taxi,1091
orrrar,15,linear,taxi,2015
orrrar,15,nearest,taxi,1134
orsyal,15,linear,taxi,2015
orsyal,15,nearest,taxi,980
osacmu,15,linear,taxi,748
osacmu,15,nearest,taxi,398
osckro,15,linear,taxi,2015
osckro,15,nearest,taxi,1233
oshyon,15,linear,taxi,2015
oshyon,15,nearest,taxi,1286
osocce,15,linear,taxi,2015
osocce,15,nearest,taxi,1273
otasfi,15,linear,taxi,2015
otasfi,15,nearest,taxi,1273
otfaho,15,linear,taxi,2013
otfaho,15,nearest,taxi,737
otmego,15,linear,taxi,1982
otmego,15,nearest,taxi,329
otscok,15,linear,taxi,2015
otscok,15,nearest,taxi,1362
otswra,15,linear,taxi,1652
otswra,15,nearest,taxi,1221
otvasd,15,linear,taxi,2015
otvasd,15,nearest,taxi,1216
ouvdan,15,linear,taxi,1984
ouvdan,15,nearest,taxi,935
ovkojy,15,linear,taxi,1985
ovkojy,15,nearest,taxi,1269
ovnacg,15,linear,taxi,2012
ovnacg,15,nearest,taxi,653
ovyijn,15,linear,taxi,2015
ovyijn,15,nearest,taxi,1084
owbsus,15,linear,taxi,2015
owbsus,15,nearest,taxi,1212
owgves,15,linear,taxi,2014
owgves,15,nearest,taxi,1163
owhagm,15,linear,taxi,1673
owhagm,15,nearest,taxi,556
owufre,15,linear,taxi,2012
owufre,15,nearest,taxi,569
oxdogh,15,linear,taxi,1897
oxdogh,15,nearest,taxi,1221
oyclsd,15,linear,taxi,2015
oyclsd,15,nearest,taxi,552
oydtes,15,linear,taxi,2015
oydtes,15,nearest,taxi,1285
oygmeb,15,linear,taxi,2014
oygmeb,15,nearest,taxi,849
oygvar,15,linear,taxi,1983
oygvar,15,nearest,taxi,432
ubgiho,15,linear,taxi,2015
ubgiho,15,nearest,taxi,930
ubjajo,15,linear,taxi,2015
ubjajo,15,nearest,taxi,1237
ubjaju,15,linear,taxi,1982
ubjaju,15,nearest,taxi,995
ubnank,15,linear,taxi,2015
ubnank,15,nearest,taxi,1011
ubzach,15,linear,taxi,1722
ubzach,15,nearest,taxi,918
ucbiya,15,linear,taxi,2015
ucbiya,15,nearest,taxi,1131
ucdewy,15,linear,taxi,1258
ucdewy,15,nearest,taxi,396
ucgewf,15,linear,taxi,2015
ucgewf,15,nearest,taxi,1229
uchjaf,15,linear,taxi,2012
uchjaf,15,nearest,taxi,1089
ucovla,15,linear,taxi,2014
ucovla,15,nearest,taxi,1060
ucvepn,15,linear,taxi,1973
ucvepn,15,nearest,taxi,1051
udguic,15,linear,taxi,2012
udguic,15,nearest,taxi,1043
udthon,15,linear,taxi,1989
udthon,15,nearest,taxi,1007
udtiog,15,linear,taxi,2014
udtiog,15,nearest,taxi,1191
udveoy,15,linear,taxi,2012
udveoy,15,nearest,taxi,1117
udwadl,15,linear,taxi,2015
udwadl,15,nearest,taxi,703
udwebi,15,linear,taxi,1871
udwebi,15,nearest,taxi,491
udwiul,15,linear,taxi,2015
udwiul,15,nearest,taxi,1191
ufdoyn,15,linear,taxi,2015
ufdoyn,15,nearest,taxi,1093
ugatna,15,linear,taxi,2014
ugatna,15,nearest,taxi,1355
ugdifb,15,linear,taxi,1969
ugdifb,15,nearest,taxi,755
uggdye,15,linear,taxi,2015
uggdye,15,nearest,taxi,1224
ugifma,15,linear,taxi,2015
ugifma,15,nearest,taxi,1023
ugthfu,15,linear,taxi,1979
ugthfu,15,nearest,taxi,849
ujhuki,15,linear,taxi,2014
ujhuki,15,nearest,taxi,1010
ujkiwe,15,linear,taxi,1999
ujkiwe,15,nearest,taxi,1065
ujnaww,15,linear,taxi,2015
ujnaww,15,nearest,taxi,1004
ujtosh,15,linear,taxi,1380
ujtosh,15,nearest,taxi,772
ujtrud,15,linear,taxi,2015
ujtrud,15,nearest,taxi,1282
ukgoaf,15,linear,taxi,2013
ukgoaf,15,nearest,taxi,1182
uklsdr,15,linear,taxi,2015
uklsdr,15,nearest,taxi,1251
uljior,15,linear,taxi,2015
uljior,15,nearest,taxi,765
umhenw,15,linear,taxi,2015
umhenw,15,nearest,taxi,709
umsmth,15,linear,taxi,2015
umsmth,15,nearest,taxi,1241
umvohu,15,linear,taxi,2015
umvohu,15,nearest,taxi,1203
unquek,15,linear,taxi,2015
unquek,15,nearest,taxi,1040
unwrai,15,linear,taxi,509
unwrai,15,nearest,taxi,229
upchim,15,linear,taxi,2014
upchim,15,nearest,taxi,1275
upsjav,15,linear,taxi,2015
upsjav,15,nearest,taxi,1253
upthin,15,linear,taxi,2003
upthin,15,nearest,taxi,360
urfhod,15,linear,taxi,1862
urfhod,15,nearest,taxi,1211
usadri,15,linear,taxi,2010
usadri,15,nearest,taxi,496
usbekh,15,linear,taxi,2015
usbekh,15,nearest,taxi,1188
ushfeo,15,linear,taxi,2015
ushfeo,15,nearest,taxi,1010
uthiss,15,linear,taxi,2009
uthiss,15,nearest,taxi,656
uthomo,15,linear,taxi,2015
uthomo,15,nearest,taxi,1130
uthsyi,15,linear,taxi,1954
uthsyi,15,nearest,taxi,508
utjanr,15,linear,taxi,2015
utjanr,15,nearest,taxi,1205
utkibe,15,linear,taxi,2013
utkibe,15,nearest,taxi,618
utlurv,15,linear,taxi,2015
utlurv,15,nearest,taxi,1221
utthwa,15,linear,taxi,696
utthwa,15,nearest,taxi,256
uttorh,15,linear,taxi,1803
uttorh,15,nearest,taxi,897
utvoho,15,linear,taxi,2015
utvoho,15,nearest,taxi,1097
utwoab,15,linear,taxi,2014
utwoab,15,nearest,taxi,1279
uvburk,15,linear,taxi,2015
uvburk,15,nearest,taxi,421
uvigch,15,linear,taxi,2014
uvigch,15,nearest,taxi,1195
uvjeah,15,linear,taxi,2015
uvjeah,15,nearest,taxi,902
uvjova,15,linear,taxi,2015
uvjova,15,nearest,taxi,779
uvreoi,15,linear,taxi,2015
uvreoi,15,nearest,taxi,929
