user_id,sample_interval_min,interpolation_method,mode,num_points
ojfann,5,nearest,taxi,1365
ojfequ,5,linear,taxi,6045
ojfequ,5,nearest,taxi,556
ojfiez,5,linear,taxi,5941
ojfiez,5,nearest,taxi,536
ojpoot,5,linear,taxi,6047
ojpoot,5,nearest,taxi,1310
ojroig,5,linear,taxi,6046
ojroig,5,nearest,taxi,1187
ojumna,5,linear,taxi,5964
ojumna,5,nearest,taxi,1308
ojvigh,5,linear,taxi,6042
ojvigh,5,nearest,taxi,1250
ojwyky,5,linear,taxi,5948
ojwyky,5,nearest,taxi,1314
okavka,5,linear,taxi,6042
okavka,5,nearest,taxi,1200
okblah,5,linear,taxi,6045
okblah,5,nearest,taxi,1752
okchym,5,linear,taxi,6046
okchym,5,nearest,taxi,856
okneyd,5,linear,taxi,3640
okneyd,5,nearest,taxi,503
oknsco,5,linear,taxi,6047
oknsco,5,nearest,taxi,1269
okquak,5,linear,taxi,6047
okquak,5,nearest,taxi,1358
oksbos,5,linear,taxi,6047
oksbos,5,nearest,taxi,887
oktuls,5,linear,taxi,6044
oktuls,5,nearest,taxi,1172
okvats,5,linear,taxi,6042
okvats,5,nearest,taxi,637
oljnek,5,linear,taxi,5993
oljnek,5,nearest,taxi,1493
omcuky,5,linear,taxi,5942
omcuky,5,nearest,taxi,1116
omdrid,5,linear,taxi,1761
omdrid,5,nearest,taxi,585
omluaj,5,linear,taxi,6041
omluaj,5,nearest,taxi,1105
omwyek,5,linear,taxi,6047
omwyek,5,nearest,taxi,1161
onanns,5,linear,taxi,762
onanns,5,nearest,taxi,205
oncalk,5,linear,taxi,6045
oncalk,5,nearest,taxi,1137
oncixp,5,linear,taxi,6041
oncixp,5,nearest,taxi,985
onghoj,5,linear,taxi,6045
onghoj,5,nearest,taxi,1032
onkawc,5,linear,taxi,6045
onkawc,5,nearest,taxi,1012
ononma,5,linear,taxi,6047
ononma,5,nearest,taxi,1375
onvahe,5,linear,taxi,6046
onvahe,5,nearest,taxi,1280
onwohy,5,linear,taxi,6042
onwohy,5,nearest,taxi,229
onyacj,5,linear,taxi,6044
onyacj,5,nearest,taxi,1345
onyenr,5,linear,taxi,6047
onyenr,5,nearest,taxi,1035
oocsod,5,linear,taxi,6047
oocsod,5,nearest,taxi,1083
oogchy,5,linear,taxi,6047
oogchy,5,nearest,taxi,1027
ootquo,5,linear,taxi,6045
ootquo,5,nearest,taxi,480
ootyec,5,linear,taxi,6046
ootyec,5,nearest,taxi,1542
oowfmu,5,linear,taxi,534
oowfmu,5,nearest,taxi,63
opgove,5,linear,taxi,6046
opgove,5,nearest,taxi,853
ophgir,5,linear,taxi,5947
ophgir,5,nearest,taxi,996
ophugb,5,linear,taxi,6045
ophugb,5,nearest,taxi,1000
opjerm,5,linear,taxi,6042
opjerm,5,nearest,taxi,1054
opmisa,5,linear,taxi,6044
opmisa,5,nearest,taxi,1496
opnown,5,linear,taxi,6047
opnown,5,nearest,taxi,884
oquiat,5,linear,taxi,6046
oquiat,5,nearest,taxi,1244
orkbat,5,linear,taxi,6045
orkbat,5,nearest,taxi,1063
orocdu,5,linear,taxi,3758
orocdu,5,nearest,taxi,687
orptme,5,linear,taxi,6040
orptme,5,nearest,taxi,1043
orrrar,5,linear,taxi,6047
orrrar,5,nearest,taxi,1269
orsyal,5,linear,taxi,6047
orsyal,5,nearest,taxi,971
osacmu,5,linear,taxi,2246
osacmu,5,nearest,taxi,486
osckro,5,linear,taxi,6047
osckro,5,nearest,taxi,1274
oshyon,5,linear,taxi,6046
oshyon,5,nearest,taxi,1496
osocce,5,linear,taxi,6046
osocce,5,nearest,taxi,1461
otasfi,5,linear,taxi,6046
otasfi,5,nearest,taxi,1538
otfaho,5,linear,taxi,6041
otfaho,5,nearest,taxi,772
otmego,5,linear,taxi,5948
otmego,5,nearest,taxi,296
otscok,5,linear,taxi,6046
otscok,5,nearest,taxi,1428
otswra,5,linear,taxi,4955
otswra,5,nearest,taxi,1531
otvasd,5,linear,taxi,6045
otvasd,5,nearest,taxi,1269
ouvdan,5,linear,taxi,5954
ouvdan,5,nearest,taxi,1121
ovkojy,5,linear,taxi,5957
ovkojy,5,nearest,taxi,1373
ovnacg,5,linear,taxi,6037
ovnacg,5,nearest,taxi,507
ovyijn,5,linear,taxi,6045
ovyijn,5,nearest,taxi,1200
owbsus,5,linear,taxi,6045
owbsus,5,nearest,taxi,1288
owgves,5,linear,taxi,6043
owgves,5,nearest,taxi,1324
owhagm,5,linear,taxi,5017
owhagm,5,nearest,taxi,579
owufre,5,linear,taxi,6038
owufre,5,nearest,taxi,450
oxdogh,5,linear,taxi,5693
oxdogh,5,nearest,taxi,1433
oyclsd,5,linear,taxi,6045
oyclsd,5,nearest,taxi,594
oydtes,5,linear,taxi,6047
oydtes,5,nearest,taxi,1489
oygmeb,5,linear,taxi,6043
oygmeb,5,nearest,taxi,982
oygvar,5,linear,taxi,5948
oygvar,5,nearest,taxi,234
ubgiho,5,linear,taxi,6046
ubgiho,5,nearest,taxi,963
ubjajo,5,linear,taxi,6047
ubjajo,5,nearest,taxi,1502
ubjaju,5,linear,taxi,5946
ubjaju,5,nearest,taxi,829
ubnank,5,linear,taxi,6046
ubnank,5,nearest,taxi,1094
ubzach,5,linear,taxi,5168
ubzach,5,nearest,taxi,959
ucbiya,5,linear,taxi,6045
ucbiya,5,nearest,taxi,1118
ucdewy,5,linear,taxi,3776
ucdewy,5,nearest,taxi,578
ucgewf,5,linear,taxi,6047
ucgewf,5,nearest,taxi,1387
uchjaf,5,linear,taxi,6037
uchjaf,5,nearest,taxi,904
ucovla,5,linear,taxi,6044
ucovla,5,nearest,taxi,815
ucvepn,5,linear,taxi,5921
ucvepn,5,nearest,taxi,888
udguic,5,linear,taxi,6036
udguic,5,nearest,taxi,1056
udthon,5,linear,taxi,5969
udthon,5,nearest,taxi,1145
udtiog,5,linear,taxi,6042
udtiog,5,nearest,taxi,974
udveoy,5,linear,taxi,6037
udveoy,5,nearest,taxi,1147
udwadl,5,linear,taxi,6046
udwadl,5,nearest,taxi,753
udwebi,5,linear,taxi,5612
udwebi,5,nearest,taxi,543
udwiul,5,linear,taxi,6047
udwiul,5,nearest,taxi,1308
ufdoyn,5,linear,taxi,6045
ufdoyn,5,nearest,taxi,997
ugatna,5,linear,taxi,6044
ugatna,5,nearest,taxi,1651
ugdifb,5,linear,taxi,5906
ugdifb,5,nearest,taxi,747
uggdye,5,linear,taxi,6047
uggdye,5,nearest,taxi,1478
ugifma,5,linear,taxi,6046
ugifma,5,nearest,taxi,911
ugthfu,5,linear,taxi,5938
ugthfu,5,nearest,taxi,936
ujhuki,5,linear,taxi,6043
ujhuki,5,nearest,taxi,1051
ujkiwe,5,linear,taxi,5998
ujkiwe,5,nearest,taxi,1111
ujnaww,5,linear,taxi,6047
ujnaww,5,nearest,taxi,1082
ujtosh,5,linear,taxi,4140
ujtosh,5,nearest,taxi,940
ujtrud,5,linear,taxi,6047
ujtrud,5,nearest,taxi,1214
ukgoaf,5,linear,taxi,6041
ukgoaf,5,nearest,taxi,1331
uklsdr,5,linear,taxi,6047
uklsdr,5,nearest,taxi,1542
uljior,5,linear,taxi,6046
uljior,5,nearest,taxi,763
umhenw,5,linear,taxi,6047
umhenw,5,nearest,taxi,556
umsmth,5,linear,taxi,6047
umsmth,5,nearest,taxi,1348
umvohu,5,linear,taxi,6047
umvohu,5,nearest,taxi,1530
unquek,5,linear,taxi,6046
unquek,5,nearest,taxi,1087
unwrai,5,linear,taxi,1527
unwrai,5,nearest,taxi,162
upchim,5,linear,taxi,6043
upchim,5,nearest,taxi,1568
upsjav,5,linear,taxi,6047
upsjav,5,nearest,taxi,1540
upthin,5,linear,taxi,6009
upthin,5,nearest,taxi,382
urfhod,5,linear,taxi,5587
urfhod,5,nearest,taxi,1106
usadri,5,linear,taxi,6030
usadri,5,nearest,taxi,133
usbekh,5,linear,taxi,6047
usbekh,5,nearest,taxi,1100
ushfeo,5,linear,taxi,6047
ushfeo,5,nearest,taxi,867
uthiss,5,linear,taxi,6027
uthiss,5,nearest,taxi,467
uthomo,5,linear,taxi,6047
uthomo,5,nearest,taxi,1131
uthsyi,5,linear,taxi,5861
uthsyi,5,nearest,taxi,259
utjanr,5,linear,taxi,6046
utjanr,5,nearest,taxi,1404
utkibe,5,linear,taxi,6040
utkibe,5,nearest,taxi,547
utlurv,5,linear,taxi,6047
utlurv,5,nearest,taxi,1436
utthwa,5,linear,taxi,2088
utthwa,5,nearest,taxi,296
uttorh,5,linear,taxi,5410
uttorh,5,nearest,taxi,1023
utvoho,5,linear,taxi,6047
utvoho,5,nearest,taxi,956
utwoab,5,linear,taxi,6044
utwoab,5,nearest,taxi,1402
uvburk,5,linear,taxi,6046
uvburk,5,nearest,taxi,427
uvigch,5,linear,taxi,6041
uvigch,5,nearest,taxi,1472
uvjeah,5,linear,taxi,6046
uvjeah,5,nearest,taxi,763
uvjova,5,linear,taxi,6046
uvjova,5,nearest,taxi,731
uvreoi,5,linear,taxi,6046
uvreoi,5,nearest,taxi,1007
