user_id,sample_interval_min,interpolation_method,taxi
utlurv,5,linear,6047
utlurv,5,nearest,1436
utthwa,5,linear,2088
utthwa,5,nearest,296
uttorh,5,linear,5410
uttorh,5,nearest,1023
utvoho,5,linear,6047
utvoho,5,nearest,956
utwoab,5,linear,6044
utwoab,5,nearest,1402
uvburk,5,linear,6046
uvburk,5,nearest,427
uvigch,5,linear,6041
uvigch,5,nearest,1472
uvjeah,5,linear,6046
uvjeah,5,nearest,763
uvjova,5,linear,6046
uvjova,5,nearest,731
uvreoi,5,linear,6046
uvreoi,5,nearest,1007
